Zupanija,Mjesto,Tvrtka,Pozicija,vrijedi_do,link_za_posao
Grad Zagreb,Zagreb,"COMSA, S.A.U., Podružnica Zagreb",Inženjer građevinarstva (m/ž),29 dana do isteka,https://www.posao.hr/oglasi/inzenjer-gradevinarstva-m-z/709982/
Grad Zagreb,Zagreb,ADECCO d.o.o. za privremeno zapošljavanje,Agent/ica u korisničkoj podršci,5 dana do isteka,https://www.posao.hr/oglasi/agent-ica-u-korisnickoj-podrsci/710018/
Grad Zagreb,Zagreb,CARITAS ZAGREBAČKE NADBISKUPIJE,Odgojitelj/ica predškolske djece,5 dana do isteka,https://www.posao.hr/oglasi/odgojitelj-ica-predskolske-djece/710002/
Grad Zagreb,Zagreb,"MONTMONTAŽA - ZAVARTEK d.o.o., zavarivanje,...",Pomoćni/a građevinski/a radnik/ca,28 dana do isteka,https://www.posao.hr/oglasi/pomocni-a-gradevinski-a-radnik-ca/710096/
Grad Zagreb,Zagreb,STUDIO CEZARICA j.d.o.o. za usluge,Frizer/ka za muškarce / brijač,28 dana do isteka,https://www.posao.hr/oglasi/frizer-ka-za-muskarce-brijac/710034/
Grad Zagreb,Zagreb,Autoškola Retrovizor d.o.o. za usluge,Instruktor/ica vožnje b kategorije,28 dana do isteka,https://www.posao.hr/oglasi/instruktor-ica-voznje-b-kategorije/710020/
Grad Zagreb,Zagreb,COLE GRADNJA d.o.o. za graditeljstvo i usluge,Pomoćni/a monter/ka suhe gradnje,9 dana do isteka,https://www.posao.hr/oglasi/pomocni-a-monter-ka-suhe-gradnje/709966/
Grad Zagreb,Sesvete,NASIĆ GRILL j.d.o.o. za ugostiteljstvo,Pomoćni kuhar/ica,1 dan do isteka,https://www.posao.hr/oglasi/pomocni-kuhar-ica/709964/
Grad Zagreb,Sesvete,NASIĆ GRILL j.d.o.o. za ugostiteljstvo,Konobar/ica,1 dan do isteka,https://www.posao.hr/oglasi/konobar-ica/709963/
Grad Zagreb,Zagreb-Dubrava,OSNOVNA ŠKOLA ČUČERJE,Učitelj/ica razredne nastave,2 dana do isteka,https://www.posao.hr/oglasi/ucitelj-ica-razredne-nastave/709885/
